,replica,i,j,beta_ij,E[beta_ij],A[beta_ij]
7543,134,5,4,0.389780409786795,0.3830916159135036,0.45601701930290583
2383,42,4,3,0.389780409786795,0.3830991377280451,0.30380451736726083
7738,138,1,4,0.38958506853784824,0.38317618528898695,0.26548890341436643
1785,31,7,0,0.38958506853784824,0.38317746797067614,0.43895015727543496
6864,122,4,5,0.39001003184656885,0.3832571324555919,0.3569234041292724
2314,41,2,5,0.39010196683762943,0.3833369666159751,0.5069578242162762
6,0,0,7,0.3898717461071044,0.3833657399699998,0.15821026401622332
2739,48,7,2,0.38948660843751753,0.38338009531585926,0.35480170665261196
2438,43,4,2,0.38948660843751753,0.3834056073968868,0.4650595265065817
1757,31,3,0,0.3895811792710545,0.38341375534891486,0.33358489735012925
7938,141,6,0,0.3895811792710545,0.38341439267101235,0.33410832339402796
7027,125,3,7,0.389598625520677,0.3834284121018792,0.28915050190377845
2738,48,7,1,0.389598625520677,0.3834357258901579,0.35480170665261196
2498,44,4,7,0.3896100847282845,0.3834646749156502,0.32127896065565037
7134,127,3,1,0.3896100847282845,0.3834647244958582,0.43729737696423876
6411,114,3,7,0.3896100847282845,0.3834675235489197,0.4116408063755705
6981,124,5,2,0.3896100847282845,0.38348387473536544,0.3915437652523412
2748,49,0,5,0.3898132375779289,0.38348827809636843,0.06557683653735899
4119,73,4,3,0.3899992210553565,0.3835125812484551,0.5376699030406649
7745,138,2,4,0.3899992210553565,0.3835156398440973,0.38003576963259833
5719,102,1,0,0.38991908092150634,0.3835298136488758,-0.3079641757074335
3621,64,5,2,0.3899938379741459,0.3836016513244984,0.3133272295484152
7596,135,5,1,0.3900707736156062,0.38361138800204786,0.6355050840555547
4272,76,2,3,0.38969467938171565,0.383622754206751,0.43890831426555094
418,7,3,6,0.38969467938171565,0.383624279968829,0.40828649763100705
5623,100,3,2,0.38971029063591334,0.383646634526848,0.38630181740257225
3301,58,7,4,0.38937102525185524,0.3836716374901572,0.34792148862503336
952,17,0,1,0.389604104771924,0.38370987980796845,0.05979534869106482
8115,144,7,2,0.389604104771924,0.3837361106135705,0.5497739240799127
8048,143,5,6,0.38973959279520215,0.3837553558096355,0.38708477976778477
5606,100,0,7,0.38981515491357127,0.3837619899803178,0.1787912493787651
7004,125,0,5,0.3897493285700856,0.38376392004969573,0.42579194872788206
5543,98,7,6,0.38993356675268565,0.38388198901377935,0.8323713393969405
7367,131,4,3,0.38993356675268565,0.383884977050474,0.3894503622670014
3382,60,3,1,0.3900620673169598,0.38389823847015614,0.22086536313121471
4231,75,4,3,0.389948090790082,0.3839205952718876,0.37240275640904547
6912,123,3,4,0.3899368762672128,0.38393201896838014,0.3483555758722744
6070,108,3,1,0.3899573169680361,0.38394551389295084,0.4091325764574462
7507,134,0,4,0.38987091924123907,0.3839736101731856,0.00770075982486107
6941,123,7,4,0.38989484125810747,0.38398775014255754,0.48476669212477974
432,7,5,6,0.38981460673585566,0.38399503448504857,0.3019454254957164
876,15,5,1,0.389645485866871,0.38400132491161376,0.5119460675482758
2932,52,2,7,0.3898024957083145,0.38401812335087837,0.4333440344157266
3297,58,7,0,0.390109072020661,0.384155821382574,0.31091934277825584
2775,49,4,3,0.3901689740287388,0.38416887408169464,0.4275583939570933
6211,110,7,2,0.3901689740287388,0.38417509157235963,0.5146044122284563
5962,106,3,6,0.39008376444988824,0.38423391354340597,0.4229639447051765
6185,110,3,5,0.39008376444988824,0.3842503386402909,0.18887127522475497
936,16,5,6,0.39008376444988824,0.3842557479397749,0.31974117558690845
208,3,5,6,0.38994416181287317,0.3842748451175976,0.25608175805506694
4800,85,5,6,0.3904763542880879,0.3843034992409575,0.4491275556702372
863,15,3,2,0.39058101078374197,0.3843187766431796,0.5523873271937205
3287,58,5,4,0.39055568912591343,0.3843763105458151,0.5033906380365515
7443,132,7,2,0.39031783566803946,0.3844502456250836,0.4685275236339413
5414,96,5,3,0.39031783566803946,0.3844742055051133,0.30074221886547003
1293,23,0,6,0.39031773021169686,0.3844907579887631,0.17311683462299707
7282,130,0,3,0.39041980831596323,0.3844999725049329,0.11754885071525929
1771,31,5,0,0.3903991140341023,0.3845376021014282,0.39503088203020326
6927,123,5,4,0.39031605291528965,0.3845706019244284,0.2947994227312264
7566,135,0,7,0.39031605291528965,0.3845853740254074,0.1989441798338412
7476,133,4,0,0.3902704843612229,0.38468501310922487,0.35001369838979773
2957,52,6,3,0.39044669502158585,0.38471121920819445,0.33955141824421625
666,11,7,1,0.39056680602952404,0.3847199155873169,0.5825408653061763
6602,117,7,1,0.39056680602952404,0.38471992135258914,0.6187740408857024
1109,19,6,3,0.3904163144392413,0.3847279392587495,0.4088746422238607
8091,144,3,7,0.3902903768532433,0.38473280630651924,0.34895792393094427
6292,112,2,7,0.3903195331149569,0.3847548619529264,0.36094271913106063
3272,58,3,4,0.3905024900547888,0.3847897892073715,0.4380365978653184
5305,94,5,7,0.3905024900547888,0.38481445416369864,0.3799928388727401
7863,140,3,2,0.3903971527257772,0.3848389307073263,0.5322806395441826
8354,149,1,4,0.3903971527257772,0.38483911366339374,0.1733974996056063
4839,86,3,2,0.3903111031479796,0.3848455671070282,0.40806984796362944
1145,20,3,5,0.3902130911281331,0.384884526548115,0.43980287710266386
7699,137,3,7,0.3902130911281331,0.3848922172103845,0.4211491177590278
7553,134,7,0,0.3902130911281331,0.3849049715579493,0.32330192295592336
3978,71,0,3,0.3902130911281331,0.3849055188463546,-0.07160062791785878
5371,95,7,2,0.38997443171324386,0.38493720283378124,0.5915630085719538
7597,135,5,2,0.38973108520812333,0.3849925243244722,0.5665699430633034
667,11,7,2,0.389809260853406,0.3850004981308535,0.5909140352864947
5067,90,3,7,0.3899804765651923,0.38512171170118026,0.36716978007545165
5193,92,5,7,0.38988020135683976,0.3852199810724509,0.4055458734376495
1526,27,2,0,0.39005960904958337,0.38523428562833095,0.33146569112807167
1849,33,0,2,0.39005960904958337,0.38523466757672836,0.07126906352774344
825,14,5,7,0.39007834144106523,0.38526268371287825,0.22672735055525095
4064,72,4,5,0.39034094065649183,0.38533395017751515,0.515653102435854
6607,117,7,6,0.39034094065649183,0.38533841679701186,0.6187740408857024
3300,58,7,3,0.39034094065649183,0.3853419879699866,0.34792148862503336
7704,137,4,5,0.39034094065649183,0.38534200144077774,0.4191773492502029
2654,47,3,1,0.39034094065649183,0.3853479959823025,0.42153036152457296
1481,26,3,5,0.39022752018365403,0.3853714260419634,0.44634214393394156
6314,112,6,0,0.3901409767173245,0.3853881244349692,0.32980711740296303
202,3,4,7,0.3901409767173245,0.3853973166408037,0.30729820788552364
5902,105,3,1,0.3902371735777924,0.38542758103974395,0.4698296289764198
6891,123,0,4,0.3902804225843836,0.38544599780096495,-0.14949989122429713
3251,58,0,4,0.3903697348107941,0.38546158981542117,0.16546513455828896
1111,19,6,5,0.39020693216430447,0.38548004118933055,0.3740792844765553
3690,65,7,1,0.3901005137805103,0.38550487797307087,0.523863751442391
454,8,0,7,0.39003460528296907,0.38552054285920967,0.17182889882840122
6288,112,2,3,0.39003460528296907,0.3855230265551528,0.3729265184653556
2046,36,4,2,0.3900630628899292,0.38556416610925426,0.4476137769685813
8390,149,6,4,0.3900630628899292,0.3855709683049262,0.3932055670188578
3700,66,0,5,0.390013760356172,0.38558350275376,0.3681838869756306
713,12,5,7,0.390013760356172,0.3855854016746027,0.3092027561952822
4298,76,6,0,0.390013760356172,0.38559332440871386,0.2809590852150963
4122,73,4,7,0.390013760356172,0.3855985880485617,0.5571087423596339
1182,21,0,7,0.3899859138329614,0.3856264717160064,0.20608210628613224
6909,123,3,0,0.38988068534069337,0.38565963156404476,0.32548767574754506
6866,122,4,7,0.38988068534069337,0.3856657016904012,0.34471243982662547
8358,149,2,0,0.38952187812811123,0.3856784547121865,0.21299406429226347
2312,41,2,3,0.38969546672158867,0.38570409676788836,0.49520921771675086
5852,104,4,0,0.3895900233274411,0.38570483683878515,0.36090938774678105
7525,134,3,0,0.3895900233274411,0.38570550606192994,0.4410737020614394
3747,66,7,2,0.3895900233274411,0.38571439315354084,0.53830848587808
918,16,3,1,0.38959807392364226,0.38574145011325855,0.25277116913665787
7284,130,0,5,0.3892464204335871,0.3857891636632997,-0.011429203538372327
6290,112,2,5,0.3892620275688167,0.3857961776282063,0.36094271913106063
4622,82,4,2,0.3890030046518956,0.3858332227358692,0.4754608741535631
4786,85,3,6,0.3890030046518956,0.3858472813352396,0.45047127044569163
6937,123,7,0,0.3888833005297152,0.38588682360447213,0.36904602320975555
6366,113,5,3,0.3888633997970017,0.38594288534486004,0.28415663418243137
7639,136,3,2,0.388982965555635,0.385965500405027,0.4543930137195201
7255,129,4,3,0.3891507187532427,0.38599957496479886,0.5056608050922932
6950,124,0,7,0.3896839784842268,0.3860635494357429,0.21777096351114617
3302,58,7,5,0.3896839784842268,0.3860637648431418,0.34792148862503336
7539,134,5,0,0.3893205848378353,0.3860962301096821,0.5592502421339137
2242,40,0,3,0.3893205848378353,0.38610239502606364,0.1491105698623297
5942,106,0,7,0.3893205848378353,0.3861025957646284,0.23931961003963037
810,14,3,6,0.38915832273190837,0.3861175114253509,0.24074246466961005
4705,84,0,2,0.3891433179155109,0.38615959692897794,0.07827210412036394
7977,142,3,5,0.38913963181992306,0.38617361280363516,0.3933339812011234
1853,33,0,6,0.38913552333775403,0.38622128579917936,0.11803947874604664
4537,81,0,2,0.38913552333775403,0.3862243616442347,0.2535946657472736
1624,29,0,1,0.3892224713551499,0.3862862722732223,0.27951420783564607
7256,129,4,5,0.3892224713551499,0.38630201048082485,0.5145759007210269
4393,78,3,5,0.3894301345576298,0.3863345988769737,0.5167794035479308
1351,24,1,0,0.3892883812871798,0.38635335098337115,0.1299905293501696
7781,138,7,4,0.38935664442446477,0.3863682049954907,0.6155086873715685
6633,118,3,5,0.3895771889186588,0.3863727263140669,0.34597004926524716
4422,78,7,5,0.3895771889186588,0.3863790216780377,0.7351011436788388
6556,117,0,5,0.3895771889186588,0.3863790561432988,0.12829674341784653
7096,126,5,6,0.3897238358642296,0.38638823204235284,0.2117873247726314
2356,42,0,5,0.3897238358642296,0.3864034769189891,0.10561505258920949
5726,102,2,0,0.3895752380287627,0.38642159884431626,0.2096109027807724
205,3,5,2,0.3899277583838839,0.3864952485518577,0.29623108395045783
7912,141,2,3,0.3900188791176777,0.38650472052913,0.4247809738291588
142,2,4,2,0.3900462812295707,0.38651469665952776,0.5488625323487984
6635,118,3,7,0.3898532132550879,0.38652921941231433,0.32526442435567476
8313,148,3,5,0.38974484626006145,0.3865430612988355,0.40321089308347696
3723,66,3,7,0.38955256982756425,0.3865565257847376,0.2463259928996998
3070,54,6,4,0.38972007296062033,0.38661918413892016,0.3035258137665562
3544,63,2,3,0.3898302132281428,0.38666649988132284,0.3136954926723726
2743,48,7,6,0.3898302132281428,0.3866701516106057,0.6673558419792466
3495,62,3,2,0.38998437201373837,0.38672296750105994,0.25358384238826126
7499,133,7,2,0.39018869348669716,0.38674852361750467,0.5680125302374487
3870,69,0,7,0.3900813151383326,0.386794844368847,0.14787923269067205
3590,64,0,7,0.3902466758203266,0.3868844492569299,0.2843834607053691
6882,122,7,1,0.3901615491200752,0.38690810151607513,0.5185251659796772
3980,71,0,5,0.3900813332700897,0.38695667956973856,-0.10560218372032021
5319,94,7,6,0.3900813332700897,0.38695953834271735,0.7405935436878955
2715,48,3,7,0.3900813332700897,0.38697851440857856,0.37976248640619387
2668,47,5,1,0.3900813332700897,0.38698959800194377,0.3751479127051011
7810,139,3,6,0.3900813332700897,0.3869922918637877,0.34254422118840683
4618,82,3,6,0.39002915770560276,0.38703321731103274,0.4633461606277095
8394,149,7,1,0.39006291385046127,0.38706021244515143,0.525011877073507
8143,145,3,2,0.39006291385046127,0.3870688558679246,0.30654332915897375
3038,54,2,0,0.39006291385046127,0.38707590436829903,0.344763620792544
3283,58,5,0,0.39006291385046127,0.387076676676105,0.4567029917952276
2776,49,4,5,0.3902234172197232,0.3870993913897404,0.43158423237783244
2794,49,7,1,0.3902330587710485,0.3871105642868753,0.4436741173819702
1798,32,0,7,0.3902330587710485,0.3871150228388506,0.18821527348222045
8399,149,7,6,0.3903146861953851,0.3871233439167662,0.5923866824700069
5314,94,7,1,0.3903146861953851,0.3871362983742318,0.4198762948852101
5525,98,5,2,0.39021989351681713,0.38716081652471745,0.4873534106664161
509,9,0,6,0.39021989351681713,0.3871861016409974,0.27018283080230965
8361,149,2,4,0.39052910114060624,0.3872330278511412,0.2903512723023575
2166,38,5,3,0.39057631540221016,0.3872394642177054,0.42935741303653563
6687,119,3,2,0.3904448773444475,0.38725057368722066,0.25466537694197927
3445,61,4,1,0.3905181110403151,0.38730062607726046,0.3623103466928862
8395,149,7,2,0.3905181110403151,0.3873095309386434,0.5472892292174675
4430,79,0,7,0.39049626938611176,0.38734721199358646,0.24385278528190157
3034,54,1,4,0.39082781910972003,0.3873763130221779,0.35470420473574155
1720,30,5,6,0.3907075773074325,0.3874128079212709,0.42128176274510876
5266,94,0,3,0.39057653492368916,0.38743247100991635,0.14791440689489926
1940,34,5,1,0.3905394838771233,0.38746126140801146,0.6657620710483835
1522,27,1,4,0.390554850947037,0.38747569713354163,0.26381805864278585
7032,125,4,5,0.390554850947037,0.3874773695634436,0.29804593888882897
2781,49,5,2,0.390426737739314,0.38749890256755903,0.46992309171637664
3834,68,3,6,0.390426737739314,0.38749995893603145,0.4405333142775857
1558,27,6,4,0.3903028221764003,0.38751408889764355,0.38385637015814383
3228,57,5,1,0.3902706599471275,0.3875332777368461,0.6310208821074146
6353,113,3,5,0.3902706599471275,0.3875351612595563,0.27109349142742883
8396,149,7,3,0.39030650008854534,0.38760532811189585,0.5472892292174675
7767,138,5,4,0.39015534087947723,0.3876574001950823,0.31290135884340814
8398,149,7,5,0.39026805946008697,0.38766290146005955,0.5472892292174675
7993,142,5,7,0.39026805946008697,0.38766379843463056,0.3295070155459525
8102,144,5,3,0.39067412653205785,0.387714925534712,0.38613746528122017
5573,99,4,1,0.39067412653205785,0.3877335600607125,0.27380919969826323
7752,138,3,4,0.391112703161425,0.3878010256171439,0.37666834069295757
4007,71,4,3,0.39143735907840904,0.38781564499952204,0.41221642226587074
2520,45,0,1,0.39143735907840904,0.3878326631035835,0.2181025497025736
1764,31,4,0,0.39143735907840904,0.38783977657192276,0.3945180930291591
8393,149,7,0,0.39143735907840904,0.387852086645346,0.3932055670188578
4790,85,4,2,0.3913756110268996,0.38787398578379784,0.45047127044569163
8397,149,7,4,0.39105991377957744,0.38789971419390945,0.5472892292174675
7311,130,4,3,0.3908197888214881,0.38792889764134153,0.40853915551762837
5881,105,0,2,0.3908197888214881,0.3879395994152304,0.23364773850115902
7777,138,7,0,0.39048896078261414,0.3880008354263647,0.35548949362978466
2271,40,4,3,0.39048896078261414,0.3880095634655677,0.56790663413589
676,12,0,5,0.39055981094875236,0.3880400573873122,-0.0030298281940772586
6386,114,0,3,0.39055981094875236,0.3880409685780168,0.24398876833784444
5758,102,6,4,0.39055981094875236,0.38804656179658775,0.28644669463276967
2206,39,3,1,0.39043427386756596,0.3880795293620606,0.36096892711907574
3728,66,4,5,0.3905772799025582,0.38814917103301244,0.2597782756241154
6215,110,7,6,0.3905678500599629,0.38816783425562706,0.7498474819176449
6923,123,5,0,0.3905090116987208,0.38826285977353786,0.3458774133740669
3304,59,0,1,0.3905090116987208,0.3882654603508583,0.40330421756903767
7078,126,3,1,0.390334947763779,0.38829601144381276,0.19219880756095842
5175,92,3,2,0.390334947763779,0.3883028994143771,0.5122820072100813
8290,148,0,3,0.390334947763779,0.38830749405399423,0.2414110509778277
7731,138,0,4,0.390167553854136,0.3883986513523456,0.0765941344161352
2750,49,0,7,0.3900818248434513,0.3884478165787916,-0.03904845679710513
2056,36,5,6,0.3901350954854052,0.38845471599481207,0.3851498243091664
5403,96,3,7,0.390317191984582,0.38855290650579877,0.37545466227215857
5214,93,0,7,0.39031739628905815,0.388589734647156,0.26347962292804183
7396,132,0,5,0.3903513995829614,0.38859916774263287,0.45322611925754436
2991,53,3,2,0.3903513995829614,0.38861486561034564,0.40362460719163484
4395,78,3,7,0.39039855353351033,0.3886719057414458,0.5167794035479308
5427,96,7,2,0.390251823183212,0.3886942381280175,0.4796533180389698
5875,104,7,2,0.390251823183212,0.3886951210581814,0.5623703078248647
6198,110,5,3,0.39053848603193697,0.3887237400847034,0.19914461182152965
4059,72,3,7,0.39053848603193697,0.3887254536136433,0.49482015336812124
1364,24,2,7,0.39053848603193697,0.3887261226487512,0.5412552824460155
5291,94,3,7,0.39053848603193697,0.38873524283982064,0.5324644103406132
4420,78,7,3,0.3906580200021611,0.3887603303176133,0.6231495523612016
3269,58,3,0,0.3902553456304498,0.3887905372071301,0.45849940709039005
6887,122,7,6,0.39014320368441474,0.38881152489927867,0.5768992103445596
4516,80,5,1,0.39014320368441474,0.3888136776020037,0.4165307341703928
1629,29,0,6,0.39030669653318556,0.38882659958194293,0.2741981584278708
6446,115,0,7,0.39030669653318556,0.38884034794565986,-0.20179081266971133
1529,27,2,4,0.39048115933021976,0.38884860554982964,0.3475500113124976
3677,65,5,2,0.39055348356899283,0.3888969158930478,0.26884650638383745
5793,103,3,5,0.3902970500004315,0.3889157138279361,0.3568624632692627
3607,64,3,2,0.3903391461461607,0.3889969566186997,0.35891382074004835
3956,70,5,1,0.390419003776232,0.3890034607401393,0.408939832242537
3005,53,5,2,0.390419003776232,0.38901022079621006,0.3531646774037874
1084,19,2,7,0.390403363161777,0.3890225472735773,0.35598082422244043
7152,127,5,6,0.39027328817899365,0.38902773423229126,0.31478332288378347
6817,121,5,7,0.3904084043618954,0.38908003549407133,0.4015304005529472
3041,54,2,4,0.39055540883381057,0.3891013763168367,0.3485719679734873
6610,118,0,3,0.3901381127986679,0.3891279267546665,0.27241167786506976
862,15,3,1,0.3898133962230902,0.3891352451038822,0.5523873271937205
8368,149,3,4,0.3898133962230902,0.38914883901149205,0.3062680764638864
7820,139,5,1,0.3896329911049819,0.38916012334859973,0.35013242323799376
266,4,6,0,0.38904599866734846,0.38917855614598024,0.3343154014877846
3396,60,5,1,0.38921102222961595,0.3892132912294458,0.21770777444357675
5906,105,3,6,0.3895333135574165,0.3892515158638721,0.4649755249590598
3753,67,0,2,0.38957009284383787,0.3892735679590166,0.2238751491318028
4670,83,3,1,0.38957009284383787,0.3892981915425079,0.4544363103454532
2244,40,0,5,0.38991897071262965,0.38932965832140326,0.1478597032330686
4266,76,1,4,0.38991897071262965,0.38933844989697086,0.21731028599098545
7312,130,4,5,0.38996273410588495,0.3894087042871288,0.40853915551762837
3842,68,4,7,0.3900687212553863,0.3894264686363595,0.45522256134647204
8383,149,5,4,0.39018863022178946,0.3894795460671964,0.3148922462877196
3946,70,3,6,0.38997848699637033,0.38952095265673436,0.43272955796244367
8234,147,0,3,0.38997848699637033,0.3895211402776754,0.2691291673517207
7594,135,4,7,0.38979830932209764,0.3895845032379104,0.7062735084398124
5722,102,1,4,0.38979830932209764,0.3895908959190126,0.14071386672476924
5634,100,4,7,0.38979830932209764,0.389596362352819,0.3781585316342079
7473,133,3,5,0.3904222030772616,0.3896249774376304,0.3310309358474211
618,11,0,3,0.3904222030772616,0.3896251386351002,0.1861592904072734
2521,45,0,2,0.3904222030772616,0.38963071490839835,0.27410411289642184
449,8,0,2,0.3905505348140147,0.38963611899573714,0.17325555023745418
3299,58,7,2,0.3905505348140147,0.38964016736994606,0.34792148862503336
7532,134,4,0,0.3905505348140147,0.38964331390564994,0.5176676392584091
806,14,3,1,0.3904560584008314,0.3897004665445204,0.24074246466961005
6210,110,7,1,0.3903173947566827,0.38976263235277314,0.5146044122284563
6584,117,4,5,0.38994315914014627,0.38983350357380153,0.5051597407894811
1014,18,0,7,0.38978854463229823,0.3899036506730411,0.20391123435133443
5970,106,4,7,0.38970098580308526,0.38994383720120573,0.3974526426065694
2577,46,0,2,0.38970098580308526,0.38995463010401704,0.08604393430215436
4270,76,2,0,0.3896422326736382,0.38996595140539625,0.4242232734258903
3546,63,2,5,0.3895362195846587,0.38998162851300516,0.336497742288576
5295,94,4,3,0.38945614031383197,0.3900625944872275,0.5210087004220137
2384,42,4,5,0.38964419779948944,0.3900822533086615,0.3034475318290512
4008,71,4,5,0.3896157423829616,0.3900835421485219,0.41221642226587074
3232,57,5,6,0.3896157423829616,0.3900859134566622,0.3977758382940891
3698,66,0,3,0.3895859849719347,0.3901055279057061,0.4006594378901565
6282,112,1,4,0.38988847047975095,0.39015673356120945,0.3888893835166637
3310,59,0,7,0.38988847047975095,0.3901611889721687,0.3448000986467245
5324,95,0,5,0.39016454207633555,0.3902108830651031,0.0614512021968552
762,13,4,7,0.3902945231766466,0.39022629582033863,0.4186851797994026
342,6,0,7,0.3902945231766466,0.39023656072878765,0.2616521674145693
3298,58,7,1,0.3905000372550456,0.390253519894265,0.3471662986385082
3848,68,5,6,0.3905000372550456,0.3902624331475414,0.42004285061169
6978,124,4,7,0.39024992926876945,0.3902955235550172,0.4473871343728963
3737,66,5,7,0.3899822208480787,0.39031667979150747,0.30675077826340097
2729,48,5,7,0.3899822208480787,0.39032093256072475,0.35435215730630504
5729,102,2,4,0.3899822208480787,0.39032658471426507,0.3240476314943093
5538,98,7,1,0.3900025356938363,0.3903562763293148,0.46665686355580893
4139,73,7,2,0.39004991126228744,0.39047242673577,0.49255390682807426
78,1,3,1,0.3900476678575287,0.39048202775890084,0.3284247829391332
8347,149,0,4,0.39003905006664474,0.39055239950611775,0.198388655004227
3077,54,7,4,0.39003905006664474,0.390552674477231,0.6301923236567135
5879,104,7,6,0.389752245576987,0.39056549409489855,0.5835567227308716
6747,120,3,7,0.389752245576987,0.39056631388812446,0.3631947712421547
1790,31,7,5,0.389752245576987,0.3905937381040497,0.6242782060910292
3809,68,0,2,0.3897383961885322,0.39061847651528486,0.2502371689668692
7906,141,1,4,0.38977546894593434,0.39062571832454296,0.24263855969637552
8319,148,4,3,0.38994348763558706,0.39064678577407197,0.4011863593312362
3162,56,3,6,0.38971087140229943,0.3906530766262558,0.4602053565835811
2994,53,3,6,0.38956919586342303,0.39066771594499083,0.40362460719163484
6415,114,4,3,0.38994448120666947,0.39072677297227015,0.4405291380979295
1030,18,3,1,0.38994448120666947,0.39073131994274624,0.29735420619992603
3048,54,3,4,0.3896913073922588,0.39078216098305363,0.3473016985944905
4312,77,0,1,0.3896913073922588,0.39079135425814315,0.35111520283684305
5347,95,3,7,0.3896913073922588,0.3907957792953391,0.5244445977075918
1854,33,0,7,0.3896913073922588,0.3907959464089355,0.18972121455395374
4302,76,6,4,0.38988599144720176,0.3908055757626999,0.37831162507699134
8126,145,0,7,0.38972934843293766,0.3908182737263566,-0.07970118878802812
3063,54,5,4,0.3899883927024417,0.3908339164849724,0.3753117051478313
7424,132,4,5,0.389920653934083,0.3908564164794858,0.45033897533699924
7780,138,7,3,0.389920653934083,0.39091910086367104,0.6155086873715685
3303,58,7,6,0.39023204351047064,0.3909707601909549,0.4009210519444878
1565,27,7,4,0.39026596411487824,0.39098310938519265,0.6075179892900814
7910,141,2,0,0.3904749269242261,0.3910078967220038,0.3899436707027942
5077,90,5,2,0.3904749269242261,0.3910157042902118,0.27442693279349584
1927,34,3,2,0.3904749269242261,0.39101975562897917,0.5207575670627058
3086,55,0,7,0.3903058118505044,0.3910647567077418,0.29014519199594635
4486,80,0,7,0.3903058118505044,0.3910680161983319,0.3595814632350579
3008,53,5,6,0.3903058118505044,0.3910768099690477,0.3104858592221155
6318,112,6,4,0.3904286392611489,0.39110126711389764,0.42666392971658745
7954,142,0,3,0.39050547095173865,0.3911183967773933,0.06819907056162422
3142,56,0,7,0.39050547095173865,0.3911312761384339,-0.09129915056925277
6913,123,3,5,0.39057010978060985,0.39114027077522173,0.3483555758722744
34,0,4,7,0.39096567629266943,0.3911654217666983,0.2855367146289298
7942,141,6,4,0.39098173690146976,0.3911836425451727,0.27569200229692226
204,3,5,1,0.39102611034045637,0.3911891184749001,0.3144459570290801
6868,122,5,1,0.39102611034045637,0.39119517172823814,0.29978410947386874
1536,27,3,4,0.3910018028753577,0.39121258102382533,0.3395474054966735
674,12,0,3,0.3907587664826776,0.391275700111122,-0.06995534001503123
414,7,3,1,0.39076901249938256,0.39132466522616816,0.3751202221412626
1551,27,5,4,0.39078329839147613,0.39134110606849826,0.38718388760682654
5958,106,3,1,0.39089983546854506,0.39137428361602,0.42915476831557553
5417,96,5,7,0.39089983546854506,0.3913757446997584,0.3105947607297672
704,12,4,5,0.39089983546854506,0.3913767668863802,0.33924839982823607
3618,64,4,7,0.39089983546854506,0.3913825317403775,0.3133272295484152
1761,31,3,5,0.39089983546854506,0.391393498204805,0.33669488960575766
6967,124,3,2,0.39069112259755145,0.3914030884932397,0.4317026439672116
3027,54,0,4,0.3905777289994788,0.3914122720399942,0.11390806098351595
7442,132,7,1,0.3906897581409724,0.3914575269043744,0.48312145075151164
2272,40,4,5,0.3907987823665373,0.3915233097699965,0.56790663413589
5375,95,7,6,0.39027242384799926,0.39158858732392143,0.7801028642789789
2767,49,3,2,0.39027242384799926,0.39158931539451636,0.4343016948293452
6369,113,5,7,0.39027242384799926,0.39160258316976343,0.28213327161823815
4970,88,6,0,0.39027242384799926,0.3916110268845733,0.2389782119808713
7782,138,7,5,0.38991123072455175,0.39162314180617225,0.6649151369432236
2346,41,7,1,0.3901746206433261,0.391650345557088,0.6432676899334989
6813,121,5,2,0.3901746206433261,0.39166334119019,0.3190653953972417
6558,117,0,7,0.3903402616212057,0.391690894757449,-0.033651272390922936
1045,18,5,2,0.3903862678277113,0.3916951294345873,0.4630496965356326
6286,112,2,0,0.3903862678277113,0.3917004371623639,0.3729265184653556
428,7,5,1,0.3901932778454995,0.3917349651805001,0.38414967718740617
2692,48,0,5,0.3901932778454995,0.39173497644595157,0.12762527157472486
1257,22,3,5,0.3901932778454995,0.3917493410078624,0.27645743156474245
8119,144,7,6,0.3901932778454995,0.391750128375008,0.864896473827139
6388,114,0,5,0.3902375759855379,0.391852123900679,0.21768096697246153
5528,98,5,6,0.3903213694331387,0.39188339128384264,0.414767484215013
6942,123,7,5,0.390181676729827,0.39191140139835556,0.6201614550477057
5268,94,0,5,0.390181676729827,0.3919155248933334,0.15108618137563748
8365,149,3,0,0.3903062276160187,0.3919246728344163,0.2862966734916196
6639,118,4,3,0.3903062276160187,0.39192693727166567,0.33557306646236956
4409,78,5,7,0.3903579614459279,0.39195445578665744,0.32751020288373117
4406,78,5,3,0.39075863317719167,0.39199841367621757,0.37781626110084254
4273,76,2,4,0.39075863317719167,0.3920014842595921,0.43890831426555094
7763,138,5,0,0.39118544515938747,0.39202034040904565,0.35911113440239406
40,0,5,6,0.39118544515938747,0.3920276815542454,0.28973288871918657
5322,95,0,3,0.39118544515938747,0.392029627879088,0.3836014499682063
2930,52,2,5,0.39118335095005563,0.3920591553615018,0.4438763806430593
4502,80,3,1,0.39156150707127807,0.39220762724607205,0.3984690080359916
3173,56,5,2,0.39156150707127807,0.39222177122445867,0.4378640951700477
3082,55,0,3,0.39172711002767785,0.392241107755109,0.1769089912973373
6798,121,3,1,0.39172711002767785,0.3922461440355782,0.40097831958748503
5973,106,5,2,0.39167573860705024,0.3922616516772348,0.412933415155361
1515,27,0,4,0.39167573860705024,0.39226595457191504,0.04633731244400745
3898,69,4,7,0.3915574013012856,0.3923319544743282,0.35902297313523596
7498,133,7,1,0.3915574013012856,0.39233399310101924,0.5459214453796688
2303,41,1,0,0.3915574013012856,0.3923355945844244,0.23560007017796603
7486,133,5,3,0.3915574013012856,0.3923461832541767,0.30122796699232585
7037,125,5,2,0.3913967086599781,0.3923668154239506,0.31813484994519536
7503,133,7,6,0.3912820794136945,0.39237671118936907,0.686726567483669
