composition	plot	richness	total	total/m2	year	a	b	c	d	e	f	g	h
('b', 'c', 'd', 'e')	41	4	48.390176062070395	48.390176062070395	1	0.0	21.836576923006184	7.262213599553813	13.977917162499782	5.313468377010619	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	80.5700048180435	80.5700048180435	54	0.0	46.76818170232186	2.5246319694058186	18.780698846387097	12.496492299928727	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	80.87065540837139	80.87065540837139	106	0.0	46.85386116084294	2.2415382255293923	19.341578349006486	12.43367767299257	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	81.55558249340157	81.55558249340157	159	0.0	46.99224128157138	2.234783355818653	19.510524334171716	12.818033521839824	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	80.59928305789194	80.59928305789194	211	0.0	46.772005097500326	2.234539993350992	19.237349915099028	12.355388051941588	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	81.01493737960227	81.01493737960227	264	0.0	47.113874128049325	2.2445625380673238	19.174787670553567	12.481713042932052	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	80.63964760739786	80.63964760739786	316	0.0	46.80224507621229	2.228254899653691	19.219259663237956	12.38988796829394	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	80.5117454594517	80.5117454594517	369	0.0	46.73950884287689	2.2218740731300124	19.210929237926976	12.339433305517826	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	81.14591440897185	81.14591440897185	422	0.0	47.338975976627495	2.233231243080987	19.2289793511063	12.344727838157064	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	81.01152585749168	81.01152585749168	474	0.0	47.21702165659195	2.219120124659148	19.17890153517211	12.39648254106847	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	80.63946361368858	80.63946361368858	527	0.0	46.9850814973424	2.2175214573507227	19.10122443696062	12.33563622203483	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	80.87457912278875	80.87457912278875	579	0.0	46.98179730890992	2.2252442534987944	19.304345789634624	12.363191770745422	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	81.83979475682742	81.83979475682742	632	0.0	47.918208488862135	2.2287871894494207	19.28328736105163	12.409511717464225	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	80.85602954806751	80.85602954806751	685	0.0	46.98195991018967	2.2215291745508186	19.203229910376383	12.44931055295064	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	81.93790813461638	81.93790813461638	737	0.0	48.02466607175522	2.220693172615669	19.247686190251223	12.444862699994282	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	83.3408728564357	83.3408728564357	790	0.0	49.608307244246824	2.2401948223393777	19.18141931556704	12.310951474282453	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	80.56124143547233	80.56124143547233	842	0.0	46.82592090486116	2.283846184652323	19.127203330952174	12.324271015006671	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	81.86606852736523	81.86606852736523	895	0.0	47.95090834783502	2.224786848322328	19.235922943857524	12.454450387350356	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	81.59280572317526	81.59280572317526	947	0.0	47.63061429612449	2.2195543141298315	19.279673694333464	12.462963418587472	0.0	0.0	0.0
('b', 'c', 'd', 'e')	41	4	81.24021484071584	81.24021484071584	1000	0.0	47.098591220867235	2.215666035385031	19.567901001177535	12.358056583286023	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	66.29908399477233	66.29908399477233	1	0.0	29.906313990412958	9.898993244909965	19.273561451845612	7.220215307603798	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	80.6070146672584	80.6070146672584	54	0.0	46.857691549112694	2.5098104739876153	18.88053242380157	12.358980220356534	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	81.22285700135613	81.22285700135613	106	0.0	47.39699632468588	2.268436081227257	19.06087114244554	12.496553452997457	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	80.88029525878054	80.88029525878054	159	0.0	47.055663472551856	2.2213145905827703	19.240986863813095	12.362330331832808	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	80.63156227332482	80.63156227332482	211	0.0	46.84456848710955	2.2200518247593632	19.1564330093314	12.4105089521245	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	80.68183138073867	80.68183138073867	264	0.0	46.823150788878465	2.2151993109193273	19.26830202263711	12.37517925830378	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	80.99942974920614	80.99942974920614	316	0.0	47.315170806182934	2.2174128217057247	19.10345537954289	12.3633907417746	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	81.40512739083086	81.40512739083086	369	0.0	47.70813404390977	2.2220724285131666	19.1296640655679	12.345256852840023	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	81.33343409802156	81.33343409802156	422	0.0	46.97522167163453	2.217498903425286	19.383995606350503	12.756717916611233	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	81.05814624868856	81.05814624868856	474	0.0	47.3291337545869	2.238303453661867	19.118310677001705	12.372398363438087	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	81.38406953548169	81.38406953548169	527	0.0	47.23595613443512	2.2349403416048585	19.28923314175925	12.623939917682447	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	81.11753947208004	81.11753947208004	579	0.0	47.33535873187808	2.262408410996907	19.195048609303573	12.32472371990149	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	81.61086125856039	81.61086125856039	632	0.0	47.719525130703765	2.2301467537375825	19.116129626482163	12.54505974763689	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	80.64511482298514	80.64511482298514	685	0.0	46.92689664751249	2.220749856254674	19.152699229399364	12.344769089818618	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	80.49161679551017	80.49161679551017	737	0.0	46.77844249245159	2.218801800840828	19.107239999857985	12.387132502359766	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	81.41353100759632	81.41353100759632	790	0.0	47.539709449048225	2.266678413626757	19.271065278226317	12.336077866695021	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	81.27566539702124	81.27566539702124	842	0.0	47.32586506802072	2.216816844647913	19.412729098762867	12.320254385589754	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	82.21318423798606	82.21318423798606	895	0.0	48.39612085644644	2.2167760310699802	19.20499533887068	12.39529201159895	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	80.74335188114829	80.74335188114829	947	0.0	46.8122848124295	2.2153124214650592	19.16087429427443	12.554880352979293	0.0	0.0	0.0
('b', 'c', 'd', 'e')	42	4	81.21387022663272	81.21387022663272	1000	0.0	46.9744912387879	2.249383642778802	19.62249937720078	12.367495967865237	0.0	0.0	0.0
('a', 'b', 'd', 'g')	43	4	72.06443153244159	72.06443153244159	1	20.88219412240529	27.17557405478819	0.0	17.08240962714003	0.0	0.0	6.924253728108069	0.0
('a', 'b', 'd', 'g')	43	4	90.0340226053858	90.0340226053858	54	18.39193266055162	37.64499946798088	0.0	27.380491858251467	0.0	0.0	6.6165986186018335	0.0
('a', 'b', 'd', 'g')	43	4	90.7764402121909	90.7764402121909	106	18.499644314009377	37.88485245592444	0.0	27.743932510225953	0.0	0.0	6.648010932031144	0.0
('a', 'b', 'd', 'g')	43	4	89.95399904061878	89.95399904061878	159	18.26292949269845	37.72348522797895	0.0	27.33457619892319	0.0	0.0	6.6330081210181975	0.0
('a', 'b', 'd', 'g')	43	4	90.00966829281872	90.00966829281872	211	18.375086786440953	37.65059047864847	0.0	27.320947139299502	0.0	0.0	6.663043888429799	0.0
('a', 'b', 'd', 'g')	43	4	90.03403462830966	90.03403462830966	264	18.352125243692964	37.71845661348354	0.0	27.345446993270947	0.0	0.0	6.61800577786221	0.0
('a', 'b', 'd', 'g')	43	4	89.65194679738491	89.65194679738491	316	18.24121092424175	37.46112999877844	0.0	27.32794269765554	0.0	0.0	6.621663176709183	0.0
('a', 'b', 'd', 'g')	43	4	90.57053690052399	90.57053690052399	369	18.328147969329628	38.0082873642494	0.0	27.61502621895018	0.0	0.0	6.61907534799478	0.0
('a', 'b', 'd', 'g')	43	4	90.58594834601304	90.58594834601304	422	18.250214509632812	37.866959491927574	0.0	27.794760269695537	0.0	0.0	6.674014074757131	0.0
('a', 'b', 'd', 'g')	43	4	91.50886444760097	91.50886444760097	474	18.24566748235315	38.98232390288253	0.0	27.536492950764462	0.0	0.0	6.7443801116008295	0.0
('a', 'b', 'd', 'g')	43	4	90.41500966377909	90.41500966377909	527	18.396401756937557	37.77545550364263	0.0	27.553413584606282	0.0	0.0	6.689738818592616	0.0
('a', 'b', 'd', 'g')	43	4	90.02113299731228	90.02113299731228	579	18.323652237550874	37.510440957936325	0.0	27.515618844326415	0.0	0.0	6.671420957498667	0.0
('a', 'b', 'd', 'g')	43	4	90.98014137855786	90.98014137855786	632	18.32372764517533	38.33400946381228	0.0	27.65711060928135	0.0	0.0	6.665293660288892	0.0
('a', 'b', 'd', 'g')	43	4	90.401477708071	90.401477708071	685	18.25610786452876	38.138650322018364	0.0	27.367392340136522	0.0	0.0	6.639327181387357	0.0
('a', 'b', 'd', 'g')	43	4	89.96250800406462	89.96250800406462	737	18.3550443772133	37.5495194657429	0.0	27.308484234961963	0.0	0.0	6.749459926146453	0.0
('a', 'b', 'd', 'g')	43	4	90.33148988348344	90.33148988348344	790	18.235421435069455	38.098565239428474	0.0	27.370764524007846	0.0	0.0	6.6267386849776715	0.0
('a', 'b', 'd', 'g')	43	4	89.97947361030495	89.97947361030495	842	18.292831224797972	37.572857856592535	0.0	27.500267188116382	0.0	0.0	6.613517340798072	0.0
('a', 'b', 'd', 'g')	43	4	90.74670907837663	90.74670907837663	895	18.35210702166325	38.10105129620451	0.0	27.635585736439474	0.0	0.0	6.657965024069394	0.0
('a', 'b', 'd', 'g')	43	4	90.54685796890463	90.54685796890463	947	18.405225066016754	37.911997952168754	0.0	27.587778589809183	0.0	0.0	6.641856360909941	0.0
('a', 'b', 'd', 'g')	43	4	90.18324639594158	90.18324639594158	1000	18.527285379213282	37.716948000605086	0.0	27.275053752121753	0.0	0.0	6.663959264001464	0.0
('a', 'b', 'd', 'g')	44	4	96.1315808817917	96.1315808817917	1	27.971272554026555	36.07779066533751	0.0	22.833692396405354	0.0	0.0	9.24882526602229	0.0
('a', 'b', 'd', 'g')	44	4	90.73277150000074	90.73277150000074	54	18.62942123039027	37.485239484551755	0.0	27.92599912692086	0.0	0.0	6.692111658137848	0.0
('a', 'b', 'd', 'g')	44	4	89.91048406542421	89.91048406542421	106	18.328353511755363	37.59268557500314	0.0	27.300008988357373	0.0	0.0	6.689435990308346	0.0
('a', 'b', 'd', 'g')	44	4	90.58921440455129	90.58921440455129	159	18.488232203302214	37.96872903492031	0.0	27.4001926523101	0.0	0.0	6.7320605140186665	0.0
('a', 'b', 'd', 'g')	44	4	89.64098905170668	89.64098905170668	211	18.223232156057385	37.48990805688827	0.0	27.31298335242303	0.0	0.0	6.614865486338006	0.0
('a', 'b', 'd', 'g')	44	4	89.89290693329198	89.89290693329198	264	18.219454888356232	37.72253917682859	0.0	27.295597669897983	0.0	0.0	6.655315198209174	0.0
('a', 'b', 'd', 'g')	44	4	89.72210668825826	89.72210668825826	316	18.31433872435445	37.518430334730546	0.0	27.273278631814954	0.0	0.0	6.616058997358317	0.0
('a', 'b', 'd', 'g')	44	4	89.89151049258389	89.89151049258389	369	18.215650186186483	37.56423189817786	0.0	27.469554832325645	0.0	0.0	6.6420735758939	0.0
('a', 'b', 'd', 'g')	44	4	90.33916651547388	90.33916651547388	422	18.238295773107062	37.6186797362195	0.0	27.82639271988953	0.0	0.0	6.655798286257787	0.0
('a', 'b', 'd', 'g')	44	4	90.24794904966258	90.24794904966258	474	18.26080522932272	37.82979359820346	0.0	27.520040011628613	0.0	0.0	6.637310210507793	0.0
('a', 'b', 'd', 'g')	44	4	90.32618552860431	90.32618552860431	527	18.390759237459225	37.461375593685425	0.0	27.838686951208587	0.0	0.0	6.635363746251074	0.0
('a', 'b', 'd', 'g')	44	4	91.04689427645289	91.04689427645289	579	18.35416924434595	38.04916407477651	0.0	27.99684587425301	0.0	0.0	6.646715083077406	0.0
('a', 'b', 'd', 'g')	44	4	89.9757624231906	89.9757624231906	632	18.44011397930511	37.54929321171933	0.0	27.325306560265833	0.0	0.0	6.661048671900337	0.0
('a', 'b', 'd', 'g')	44	4	89.72056211493563	89.72056211493563	685	18.302157065281087	37.46971541401724	0.0	27.31732153577867	0.0	0.0	6.631368099858641	0.0
('a', 'b', 'd', 'g')	44	4	89.81138052423869	89.81138052423869	737	18.218019351733744	37.616558498770964	0.0	27.36211840011115	0.0	0.0	6.614684273622823	0.0
('a', 'b', 'd', 'g')	44	4	89.92525715548435	89.92525715548435	790	18.236506212888333	37.70540945016394	0.0	27.328068198220496	0.0	0.0	6.65527329421158	0.0
('a', 'b', 'd', 'g')	44	4	90.13250449288479	90.13250449288479	842	18.233796903137826	37.80553175292698	0.0	27.44656104547207	0.0	0.0	6.646614791347915	0.0
('a', 'b', 'd', 'g')	44	4	90.57752082368266	90.57752082368266	895	18.49609674073714	38.0866903241807	0.0	27.326993237075037	0.0	0.0	6.6677405216898	0.0
('a', 'b', 'd', 'g')	44	4	89.90193747616603	89.90193747616603	947	18.26214182616729	37.70939040942822	0.0	27.291940916040602	0.0	0.0	6.638464324529922	0.0
('a', 'b', 'd', 'g')	44	4	90.36860295111026	90.36860295111026	1000	18.637330388168206	37.62392042756331	0.0	27.44029139593527	0.0	0.0	6.6670607394434835	0.0
('a', 'c', 'f', 'h')	45	4	73.75801567540015	73.75801567540015	1	17.960159680845766	0.0	7.675635311601659	0.0	0.0	18.27306212687746	0.0	29.849158556075256
('a', 'c', 'f', 'h')	45	4	86.49079203730508	86.49079203730508	54	33.13548561619127	0.0	3.6667198680720006	0.0	0.0	21.588903137399235	0.0	28.099683415642588
('a', 'c', 'f', 'h')	45	4	86.79470951712426	86.79470951712426	106	32.65567395836683	0.0	3.3744513689711897	0.0	0.0	21.260463249643863	0.0	29.504120940142386
('a', 'c', 'f', 'h')	45	4	87.17837123745863	87.17837123745863	159	33.038977157027944	0.0	3.3241499987963663	0.0	0.0	21.17752968578262	0.0	29.637714395851706
('a', 'c', 'f', 'h')	45	4	86.94141832604761	86.94141832604761	211	32.64356200035696	0.0	3.3402700689153133	0.0	0.0	21.154204204418118	0.0	29.803382052357218
('a', 'c', 'f', 'h')	45	4	87.70311636274747	87.70311636274747	264	32.95842266312314	0.0	3.3370575785861205	0.0	0.0	21.319122305141185	0.0	30.08851381589702
('a', 'c', 'f', 'h')	45	4	87.83416139078383	87.83416139078383	316	32.965341024120264	0.0	3.3414084957557737	0.0	0.0	21.27800586412721	0.0	30.249406006780585
('a', 'c', 'f', 'h')	45	4	87.45716682726245	87.45716682726245	369	32.80075845174586	0.0	3.314954002071187	0.0	0.0	21.58133087465418	0.0	29.760123498791238
('a', 'c', 'f', 'h')	45	4	87.10706102523147	87.10706102523147	422	32.63353647490306	0.0	3.311113800006111	0.0	0.0	21.452759426882402	0.0	29.709651323439896
('a', 'c', 'f', 'h')	45	4	87.55561986045916	87.55561986045916	474	32.60015197203573	0.0	3.3327395652215213	0.0	0.0	21.98265569960368	0.0	29.64007262359823
('a', 'c', 'f', 'h')	45	4	87.1625780016713	87.1625780016713	527	32.67782842880195	0.0	3.318468131421247	0.0	0.0	21.190803160295577	0.0	29.975478281152526
('a', 'c', 'f', 'h')	45	4	87.73678575408701	87.73678575408701	579	33.41715667915339	0.0	3.319409815600808	0.0	0.0	21.248270163504536	0.0	29.751949095828277
('a', 'c', 'f', 'h')	45	4	87.88983304564917	87.88983304564917	632	33.27163815938227	0.0	3.304220787147736	0.0	0.0	21.162421049893627	0.0	30.151553049225548
('a', 'c', 'f', 'h')	45	4	87.57810543894331	87.57810543894331	685	32.61597289459232	0.0	3.470079712997021	0.0	0.0	21.593371417437687	0.0	29.898681413916282
('a', 'c', 'f', 'h')	45	4	86.77584752221766	86.77584752221766	737	32.60180546545534	0.0	3.2994077885638005	0.0	0.0	21.180979596923688	0.0	29.693654671274828
('a', 'c', 'f', 'h')	45	4	87.28967235488878	87.28967235488878	790	32.745516373838576	0.0	3.3271242350218495	0.0	0.0	21.2912435582435	0.0	29.925788187784846
('a', 'c', 'f', 'h')	45	4	86.9560395674926	86.9560395674926	842	32.66475770862747	0.0	3.3567079333573155	0.0	0.0	21.313985437202025	0.0	29.62058848830578
('a', 'c', 'f', 'h')	45	4	88.33988385851126	88.33988385851126	895	33.13345820360359	0.0	3.3094257685471766	0.0	0.0	21.99178559359033	0.0	29.90521429277016
('a', 'c', 'f', 'h')	45	4	87.02999007590142	87.02999007590142	947	32.72488807060579	0.0	3.300542819476547	0.0	0.0	21.39274245658773	0.0	29.611816729231357
('a', 'c', 'f', 'h')	45	4	87.04972063991244	87.04972063991244	1000	32.85069383935233	0.0	3.3005277302193132	0.0	0.0	21.281705546857296	0.0	29.6167935234835
('a', 'c', 'f', 'h')	46	4	41.25103172072467	41.25103172072467	1	10.10411249348664	0.0	4.261358660056006	0.0	0.0	10.173171095535592	0.0	16.712389471646432
('a', 'c', 'f', 'h')	46	4	86.67681564049023	86.67681564049023	54	32.72723490369942	0.0	3.6425302293713133	0.0	0.0	22.071178277305002	0.0	28.2358722301145
('a', 'c', 'f', 'h')	46	4	86.7277139459802	86.7277139459802	106	32.72030651551533	0.0	3.39253301222941	0.0	0.0	21.224407423006028	0.0	29.39046699522943
('a', 'c', 'f', 'h')	46	4	87.02947356212054	87.02947356212054	159	32.649234806649254	0.0	3.311275911652386	0.0	0.0	21.324573926543046	0.0	29.744388917275856
('a', 'c', 'f', 'h')	46	4	89.29161190816112	89.29161190816112	211	34.568537517034514	0.0	3.4056544456526776	0.0	0.0	21.340692871309283	0.0	29.97672707416464
('a', 'c', 'f', 'h')	46	4	87.4566237882621	87.4566237882621	264	32.648884547251974	0.0	3.306732546810028	0.0	0.0	21.26445949197574	0.0	30.23654720222437
('a', 'c', 'f', 'h')	46	4	86.85908818829543	86.85908818829543	316	32.65215618801754	0.0	3.307782732243574	0.0	0.0	21.1629764532619	0.0	29.736172814772416
('a', 'c', 'f', 'h')	46	4	87.37092724981544	87.37092724981544	369	32.718682461239176	0.0	3.328558566337011	0.0	0.0	21.54822780149692	0.0	29.775458420742336
('a', 'c', 'f', 'h')	46	4	88.01207165480102	88.01207165480102	422	32.72358757574424	0.0	3.3399965815493555	0.0	0.0	21.169584146413943	0.0	30.77890335109348
('a', 'c', 'f', 'h')	46	4	87.18967772794137	87.18967772794137	474	32.91318060816652	0.0	3.304609225328906	0.0	0.0	21.210469293857102	0.0	29.761418600588847
('a', 'c', 'f', 'h')	46	4	87.33744380837547	87.33744380837547	527	32.85466733566594	0.0	3.306091189213932	0.0	0.0	21.499093643133776	0.0	29.67759164036182
('a', 'c', 'f', 'h')	46	4	87.3646181891492	87.3646181891492	579	32.737554087552326	0.0	3.35550476616405	0.0	0.0	21.324016318876097	0.0	29.947543016556722
('a', 'c', 'f', 'h')	46	4	88.40750319001303	88.40750319001303	632	33.260277764827435	0.0	3.3084216468981262	0.0	0.0	21.16673002459009	0.0	30.672073753697372
('a', 'c', 'f', 'h')	46	4	87.59561620468679	87.59561620468679	685	32.880460665794985	0.0	3.3194931346017893	0.0	0.0	21.174288494324756	0.0	30.22137390996526
('a', 'c', 'f', 'h')	46	4	87.22905057486469	87.22905057486469	737	32.856507291584585	0.0	3.3624741914662652	0.0	0.0	21.271166134384547	0.0	29.738902957429296
('a', 'c', 'f', 'h')	46	4	86.86199696246028	86.86199696246028	790	32.704129194320394	0.0	3.325462572035272	0.0	0.0	21.185246552974306	0.0	29.647158643130307
('a', 'c', 'f', 'h')	46	4	87.46755616129377	87.46755616129377	842	33.17243213688995	0.0	3.3030693812970116	0.0	0.0	21.248863449626477	0.0	29.743191193480325
('a', 'c', 'f', 'h')	46	4	87.1233024977539	87.1233024977539	895	32.604344799829164	0.0	3.363173005418063	0.0	0.0	21.410752411456095	0.0	29.74503228105058
('a', 'c', 'f', 'h')	46	4	87.77568024076763	87.77568024076763	947	33.286062227867255	0.0	3.3092692206014904	0.0	0.0	21.564733168182226	0.0	29.615615624116657
('a', 'c', 'f', 'h')	46	4	87.11236525140045	87.11236525140045	1000	32.602225938185455	0.0	3.312029607713476	0.0	0.0	21.349110843302405	0.0	29.84899886219911
('b', 'd', 'f', 'g')	47	4	74.09052772764673	74.09052772764673	1	0.0	27.725153053486263	0.0	17.651929297130728	0.0	21.50845931447123	7.204986062558504	0.0
('b', 'd', 'f', 'g')	47	4	109.96159168302813	109.96159168302813	54	0.0	46.784808099018605	0.0	33.22382465684645	0.0	25.996049856708126	3.9569090704549605	0.0
('b', 'd', 'f', 'g')	47	4	107.98767091840234	107.98767091840234	106	0.0	44.95092169337572	0.0	33.2750563881862	0.0	25.805852732762336	3.9558401040780975	0.0
('b', 'd', 'f', 'g')	47	4	108.6959985721812	108.6959985721812	159	0.0	44.494827349929835	0.0	34.270502099814706	0.0	26.047445987959808	3.883223134476844	0.0
('b', 'd', 'f', 'g')	47	4	107.69982209116644	107.69982209116644	211	0.0	44.73586670381117	0.0	33.16181014241918	0.0	25.90699990752025	3.895145337415832	0.0
('b', 'd', 'f', 'g')	47	4	107.74411452355933	107.74411452355933	264	0.0	44.657596989087644	0.0	33.25495728445018	0.0	25.93259940790986	3.8989608421116437	0.0
('b', 'd', 'f', 'g')	47	4	108.28368339718499	108.28368339718499	316	0.0	44.702274113201085	0.0	33.796176496304014	0.0	25.912119108037928	3.8731136796419574	0.0
('b', 'd', 'f', 'g')	47	4	108.2160874711715	108.2160874711715	369	0.0	44.50762795262489	0.0	33.89437183610231	0.0	25.903578350302816	3.910509332141486	0.0
('b', 'd', 'f', 'g')	47	4	107.71834200458983	107.71834200458983	422	0.0	44.45276544713154	0.0	33.53204125958652	0.0	25.822171258121944	3.911364039749823	0.0
('b', 'd', 'f', 'g')	47	4	107.47627959684898	107.47627959684898	474	0.0	44.5384443116507	0.0	33.27948477706171	0.0	25.784587849707695	3.873762658428871	0.0
('b', 'd', 'f', 'g')	47	4	107.96625366634417	107.96625366634417	527	0.0	44.667650541122704	0.0	33.18222843680364	0.0	26.206260488548853	3.910114199868965	0.0
('b', 'd', 'f', 'g')	47	4	107.9461544129421	107.9461544129421	579	0.0	44.69425928277869	0.0	33.53615694028244	0.0	25.840522581690447	3.8752156081905103	0.0
('b', 'd', 'f', 'g')	47	4	107.52109267898314	107.52109267898314	632	0.0	44.61932766787467	0.0	33.20464632710005	0.0	25.823430949455773	3.8736877345526426	0.0
('b', 'd', 'f', 'g')	47	4	107.62612758141827	107.62612758141827	685	0.0	44.63892781850823	0.0	33.266296798344534	0.0	25.8357981765442	3.8851047880213065	0.0
('b', 'd', 'f', 'g')	47	4	107.93214471480104	107.93214471480104	737	0.0	44.58199171032262	0.0	33.42534204905719	0.0	26.029387547435405	3.8954234079858323	0.0
('b', 'd', 'f', 'g')	47	4	108.64207453248962	108.64207453248962	790	0.0	45.15483064665178	0.0	33.66370946140254	0.0	25.86773487143599	3.955799552999306	0.0
('b', 'd', 'f', 'g')	47	4	107.71035862352198	107.71035862352198	842	0.0	44.45248394348681	0.0	33.21532367571467	0.0	26.16441989111935	3.8781311132011504	0.0
('b', 'd', 'f', 'g')	47	4	109.02517130653477	109.02517130653477	895	0.0	45.36162641774217	0.0	33.36926102290891	0.0	26.40921182600401	3.8850720398796805	0.0
('b', 'd', 'f', 'g')	47	4	108.8694193295302	108.8694193295302	947	0.0	45.308726816573625	0.0	33.53235948192367	0.0	26.139035419018782	3.8892976120141394	0.0
('b', 'd', 'f', 'g')	47	4	107.94324222489425	107.94324222489425	1000	0.0	44.49339494678819	0.0	33.734064470428315	0.0	25.84061044909202	3.8751723585857327	0.0
('b', 'd', 'f', 'g')	48	4	68.52318490337338	68.52318490337338	1	0.0	25.70821641244038	0.0	16.31267328615588	0.0	19.91841495103158	6.583880253745531	0.0
('b', 'd', 'f', 'g')	48	4	108.08300165261414	108.08300165261414	54	0.0	44.57310058778496	0.0	33.41971148380139	0.0	26.16172103325514	3.92846854777266	0.0
('b', 'd', 'f', 'g')	48	4	107.64486932795941	107.64486932795941	106	0.0	44.649771211483824	0.0	33.204723818935	0.0	25.849214284662153	3.9411600128784308	0.0
('b', 'd', 'f', 'g')	48	4	107.55088891661396	107.55088891661396	159	0.0	44.64656804007602	0.0	33.16132502087774	0.0	25.80916648889748	3.933829366762729	0.0
('b', 'd', 'f', 'g')	48	4	108.05731329912817	108.05731329912817	211	0.0	44.9632307067938	0.0	33.27874487535438	0.0	25.890378778883306	3.9249589380966965	0.0
('b', 'd', 'f', 'g')	48	4	107.98518428906208	107.98518428906208	264	0.0	44.84156674648367	0.0	33.167882695786204	0.0	26.051251010335452	3.924483836456754	0.0
('b', 'd', 'f', 'g')	48	4	108.27656126771922	108.27656126771922	316	0.0	45.06722209450342	0.0	33.189887360902446	0.0	26.111030258120866	3.908421554192492	0.0
('b', 'd', 'f', 'g')	48	4	107.91742793321457	107.91742793321457	369	0.0	45.018589390496544	0.0	33.19898153435538	0.0	25.767850465630012	3.932006542732628	0.0
('b', 'd', 'f', 'g')	48	4	107.62720307192	107.62720307192	422	0.0	44.67295951431811	0.0	33.25326482954623	0.0	25.77942987565426	3.9215488524014073	0.0
('b', 'd', 'f', 'g')	48	4	107.50748358463257	107.50748358463257	474	0.0	44.47079147590204	0.0	33.20519069032187	0.0	25.952937305580015	3.878564112828647	0.0
('b', 'd', 'f', 'g')	48	4	108.58616708619977	108.58616708619977	527	0.0	45.22976144383581	0.0	33.20734868747149	0.0	26.27515921147279	3.873897743419691	0.0
('b', 'd', 'f', 'g')	48	4	108.82904281942223	108.82904281942223	579	0.0	45.117455916160466	0.0	33.73607654606357	0.0	26.023504243524492	3.9520061136736917	0.0
('b', 'd', 'f', 'g')	48	4	108.45256301258559	108.45256301258559	632	0.0	44.90821125041687	0.0	33.58000590876117	0.0	26.068695906817318	3.8956499465902295	0.0
('b', 'd', 'f', 'g')	48	4	107.90184122563248	107.90184122563248	685	0.0	44.76369918733261	0.0	33.20275762963802	0.0	26.06121525089078	3.874169157771069	0.0
('b', 'd', 'f', 'g')	48	4	107.90647589081216	107.90647589081216	737	0.0	44.53698096913774	0.0	33.49946830641712	0.0	25.946953938355705	3.9230726769015987	0.0
('b', 'd', 'f', 'g')	48	4	108.6154030032879	108.6154030032879	790	0.0	45.28430624325053	0.0	33.14484729770876	0.0	26.307386746153842	3.8788627161747606	0.0
('b', 'd', 'f', 'g')	48	4	108.12998097900571	108.12998097900571	842	0.0	44.86060661284233	0.0	33.487168453213414	0.0	25.87127359986933	3.9109323130806355	0.0
('b', 'd', 'f', 'g')	48	4	108.09336895809662	108.09336895809662	895	0.0	45.14792768177818	0.0	33.14206419197401	0.0	25.879420190285785	3.9239568940586436	0.0
('b', 'd', 'f', 'g')	48	4	109.37443037343961	109.37443037343961	947	0.0	45.50062107317453	0.0	33.720819975563494	0.0	26.276817837952525	3.8761714867490564	0.0
('b', 'd', 'f', 'g')	48	4	108.7452855276629	108.7452855276629	1000	0.0	44.62617666371421	0.0	33.81103403315746	0.0	26.32239994851198	3.9856748822792576	0.0
('a', 'b', 'd', 'h')	49	4	55.3578686336124	55.3578686336124	1	11.58300598445292	14.839454398809258	0.0	9.563526621826023	0.0	0.0	0.0	19.371881628524203
