composition	plot	richness	total	total/m2	year	a	b	c	d	e	f	g	h
('a', 'b', 'd', 'h')	49	4	137.34635570213578	137.34635570213578	54	17.011478240989675	34.10078839044349	0.0	22.2088527642969	0.0	0.0	0.0	64.02523630640572
('a', 'b', 'd', 'h')	49	4	136.19307494639452	136.19307494639452	106	16.559096597323162	33.99168011590438	0.0	22.102394720484224	0.0	0.0	0.0	63.53990351268275
('a', 'b', 'd', 'h')	49	4	137.0496213040816	137.0496213040816	159	16.579741362182222	33.930892293394706	0.0	22.209721316979262	0.0	0.0	0.0	64.32926633152543
('a', 'b', 'd', 'h')	49	4	136.53460456069197	136.53460456069197	211	16.52080719810432	33.80744300259064	0.0	22.589563429013612	0.0	0.0	0.0	63.61679093098342
('a', 'b', 'd', 'h')	49	4	136.15102507947617	136.15102507947617	264	16.547970472554386	33.871861762534124	0.0	22.120508560396793	0.0	0.0	0.0	63.610684283990885
('a', 'b', 'd', 'h')	49	4	136.83719080290928	136.83719080290928	316	16.604869808400686	33.79811024091606	0.0	22.75382947080866	0.0	0.0	0.0	63.680381282783856
('a', 'b', 'd', 'h')	49	4	136.78612282034763	136.78612282034763	369	16.55986387258356	33.86819874842105	0.0	22.751472003659803	0.0	0.0	0.0	63.60658819568321
('a', 'b', 'd', 'h')	49	4	136.83566971020983	136.83566971020983	422	16.537381344340695	34.341744018859195	0.0	22.14636119065518	0.0	0.0	0.0	63.81018315635475
('a', 'b', 'd', 'h')	49	4	137.18059064460147	137.18059064460147	474	16.67128005162655	33.96205472111178	0.0	22.12604364840577	0.0	0.0	0.0	64.42121222345736
('a', 'b', 'd', 'h')	49	4	136.49274706456208	136.49274706456208	527	16.569089320169308	33.898782479954605	0.0	22.201556162874763	0.0	0.0	0.0	63.8233191015634
('a', 'b', 'd', 'h')	49	4	136.3429538139472	136.3429538139472	579	16.51499232867452	33.80423735485749	0.0	22.39090481092578	0.0	0.0	0.0	63.6328193194894
('a', 'b', 'd', 'h')	49	4	136.84047810953706	136.84047810953706	632	16.60188195808864	34.1422917184893	0.0	22.07774386365199	0.0	0.0	0.0	64.01856056930714
('a', 'b', 'd', 'h')	49	4	136.45665110268948	136.45665110268948	685	16.661620417948917	33.79215624771141	0.0	22.14863125367906	0.0	0.0	0.0	63.85424318335009
('a', 'b', 'd', 'h')	49	4	136.95997449081852	136.95997449081852	737	16.544837790413983	34.10287777489154	0.0	22.349562352990517	0.0	0.0	0.0	63.962696572522496
('a', 'b', 'd', 'h')	49	4	136.49797359500826	136.49797359500826	790	16.706075047542775	33.8517233583449	0.0	22.078621212293974	0.0	0.0	0.0	63.86155397682663
('a', 'b', 'd', 'h')	49	4	136.60932344877307	136.60932344877307	842	16.613695549135027	34.29365007370555	0.0	22.172055182438946	0.0	0.0	0.0	63.52992264349352
('a', 'b', 'd', 'h')	49	4	136.40124270081162	136.40124270081162	895	16.613627472930833	34.025914818306376	0.0	22.11505800973244	0.0	0.0	0.0	63.646642399841994
('a', 'b', 'd', 'h')	49	4	136.4144424100251	136.4144424100251	947	16.59383224016551	33.900123651843536	0.0	22.17353552298237	0.0	0.0	0.0	63.74695099503367
('a', 'b', 'd', 'h')	49	4	137.28206262788504	137.28206262788504	1000	16.684830198461217	34.070681414712446	0.0	22.143399118871724	0.0	0.0	0.0	64.38315189583965
('a', 'b', 'd', 'h')	50	4	88.53992245475135	88.53992245475135	1	18.47061331672922	23.90954946780457	0.0	15.159273449332623	0.0	0.0	0.0	31.00048622088493
('a', 'b', 'd', 'h')	50	4	136.91124592152283	136.91124592152283	54	16.742270891405294	33.82099469151458	0.0	22.350354955035364	0.0	0.0	0.0	63.99762538356761
('a', 'b', 'd', 'h')	50	4	136.31669286893958	136.31669286893958	106	16.550126724218412	34.01548473544986	0.0	22.093804773260942	0.0	0.0	0.0	63.65727663601037
('a', 'b', 'd', 'h')	50	4	136.92231025458366	136.92231025458366	159	16.64000447046475	34.18057931790422	0.0	22.120769060983616	0.0	0.0	0.0	63.980957405231074
('a', 'b', 'd', 'h')	50	4	136.05260882393836	136.05260882393836	211	16.52770329698464	33.85981741157441	0.0	22.170512072446627	0.0	0.0	0.0	63.49457604293268
('a', 'b', 'd', 'h')	50	4	137.38475666517598	137.38475666517598	264	16.558364730848883	33.87090801703341	0.0	22.08090531519167	0.0	0.0	0.0	64.874578602102
('a', 'b', 'd', 'h')	50	4	137.53755697829968	137.53755697829968	316	16.52337891016665	33.84242473982194	0.0	22.57164176851685	0.0	0.0	0.0	64.60011155979424
('a', 'b', 'd', 'h')	50	4	137.16985789028527	137.16985789028527	369	16.51551031707925	34.0920557771751	0.0	22.191085031342578	0.0	0.0	0.0	64.37120676468834
('a', 'b', 'd', 'h')	50	4	136.26975387267032	136.26975387267032	422	16.505727724688796	33.94763259395065	0.0	22.218190969672044	0.0	0.0	0.0	63.59820258435884
('a', 'b', 'd', 'h')	50	4	136.7367103796145	136.7367103796145	474	16.532181282835648	34.16342222748418	0.0	22.412470940583262	0.0	0.0	0.0	63.6286359287114
('a', 'b', 'd', 'h')	50	4	136.31413896535273	136.31413896535273	527	16.64966326836149	33.9994912504149	0.0	22.0803009204777	0.0	0.0	0.0	63.58468352609864
('a', 'b', 'd', 'h')	50	4	136.4129948118655	136.4129948118655	579	16.588661687004848	33.99780884494706	0.0	22.106912843877833	0.0	0.0	0.0	63.71961143603577
('a', 'b', 'd', 'h')	50	4	137.15748068739052	137.15748068739052	632	16.67668302259669	34.294439275359416	0.0	22.272794239260154	0.0	0.0	0.0	63.91356415017425
('a', 'b', 'd', 'h')	50	4	137.24027025212183	137.24027025212183	685	16.984900237428903	33.93733977377537	0.0	22.368966904502685	0.0	0.0	0.0	63.94906333641485
('a', 'b', 'd', 'h')	50	4	137.1968195333714	137.1968195333714	737	16.65444617225654	34.38698343461228	0.0	22.465616677524736	0.0	0.0	0.0	63.68977324897786
('a', 'b', 'd', 'h')	50	4	137.0958883209593	137.0958883209593	790	16.555709109762894	34.13301392474831	0.0	22.675332625165527	0.0	0.0	0.0	63.73183266128255
('a', 'b', 'd', 'h')	50	4	137.03770038488653	137.03770038488653	842	16.502639288747332	34.88938872222628	0.0	22.11098867591422	0.0	0.0	0.0	63.534683697998716
('a', 'b', 'd', 'h')	50	4	136.18019533629618	136.18019533629618	895	16.59444291282184	33.794431823754834	0.0	22.1338883506774	0.0	0.0	0.0	63.6574322490421
('a', 'b', 'd', 'h')	50	4	137.0885846993937	137.0885846993937	947	16.537625074957965	34.62796679536104	0.0	22.324481511503507	0.0	0.0	0.0	63.59851131757119
('a', 'b', 'd', 'h')	50	4	136.91857092758926	136.91857092758926	1000	16.51500708770717	34.12328778593682	0.0	22.139721583814243	0.0	0.0	0.0	64.14055447013105
('b', 'e', 'f', 'h')	51	4	78.63061587085531	78.63061587085531	1	0.0	23.268971154095503	0.0	0.0	5.679100842789317	18.0416573243187	0.0	31.640886549651796
('b', 'e', 'f', 'h')	51	4	125.1975030756856	125.1975030756856	54	0.0	54.67492207561167	0.0	0.0	6.866030270685542	34.066446699291625	0.0	29.59010403009677
('b', 'e', 'f', 'h')	51	4	124.93589613109444	124.93589613109444	106	0.0	54.579436067455106	0.0	0.0	6.894516818441626	34.34693493206596	0.0	29.115008313131735
('b', 'e', 'f', 'h')	51	4	125.923333160172	125.923333160172	159	0.0	55.66801234999295	0.0	0.0	6.851460565698498	34.05082333441406	0.0	29.3530369100665
('b', 'e', 'f', 'h')	51	4	124.86388964556684	124.86388964556684	211	0.0	54.845974505908934	0.0	0.0	6.848533051698837	34.19540552192542	0.0	28.973976566033663
('b', 'e', 'f', 'h')	51	4	124.37283539277928	124.37283539277928	264	0.0	54.590522885720496	0.0	0.0	6.847640549324293	33.91332940424824	0.0	29.021342553486257
('b', 'e', 'f', 'h')	51	4	124.98994790756852	124.98994790756852	316	0.0	54.90497386024937	0.0	0.0	6.846207026996999	34.25612458491775	0.0	28.9826424354044
('b', 'e', 'f', 'h')	51	4	124.307687582543	124.307687582543	369	0.0	54.545853262719746	0.0	0.0	6.868512446295929	33.91487551884112	0.0	28.9784463546862
('b', 'e', 'f', 'h')	51	4	125.41961716630334	125.41961716630334	422	0.0	54.757891375187214	0.0	0.0	6.836432345659139	34.71234293734528	0.0	29.112950508111705
('b', 'e', 'f', 'h')	51	4	124.95884820749191	124.95884820749191	474	0.0	54.65328942690601	0.0	0.0	6.906699968506694	34.38806524693687	0.0	29.010793565142333
('b', 'e', 'f', 'h')	51	4	124.51351988758775	124.51351988758775	527	0.0	54.53962035256192	0.0	0.0	6.959215575271437	34.02313232798768	0.0	28.99155163176671
('b', 'e', 'f', 'h')	51	4	124.42045526042412	124.42045526042412	579	0.0	54.53848381275871	0.0	0.0	6.849595712526982	33.93749223241282	0.0	29.094883502725587
('b', 'e', 'f', 'h')	51	4	124.31051900104906	124.31051900104906	632	0.0	54.52954543744586	0.0	0.0	6.84579552530438	33.902670408627635	0.0	29.032507629671176
('b', 'e', 'f', 'h')	51	4	124.70460333725894	124.70460333725894	685	0.0	54.58435958631963	0.0	0.0	7.048346683069484	33.95780686909325	0.0	29.11409019877659
('b', 'e', 'f', 'h')	51	4	124.6398812859493	124.6398812859493	737	0.0	54.55626292031091	0.0	0.0	6.83706780634349	34.057948213397125	0.0	29.18860234589778
('b', 'e', 'f', 'h')	51	4	125.55181618849959	125.55181618849959	790	0.0	55.62463980598576	0.0	0.0	6.8642915730124745	34.05474234141896	0.0	29.008142468082397
('b', 'e', 'f', 'h')	51	4	125.20582099878918	125.20582099878918	842	0.0	54.5587311889184	0.0	0.0	6.989877571851314	34.20677781279969	0.0	29.450434425219765
('b', 'e', 'f', 'h')	51	4	125.58657769648119	125.58657769648119	895	0.0	54.82973596595244	0.0	0.0	6.853594856651521	34.71285095692978	0.0	29.190395916947445
('b', 'e', 'f', 'h')	51	4	125.93036722497244	125.93036722497244	947	0.0	55.01924034328317	0.0	0.0	6.865788174231561	34.51338174003587	0.0	29.531956967421838
('b', 'e', 'f', 'h')	51	4	125.44067927500771	125.44067927500771	1000	0.0	55.21990494591759	0.0	0.0	6.878266973197953	34.16468759864824	0.0	29.17781975724393
('b', 'e', 'f', 'h')	52	4	89.32414203195037	89.32414203195037	1	0.0	27.01154169024646	0.0	0.0	6.467284396208212	20.949275205479584	0.0	34.896040740016126
('b', 'e', 'f', 'h')	52	4	124.81029306229681	124.81029306229681	54	0.0	54.590482417116995	0.0	0.0	6.915203520125685	33.841349076863246	0.0	29.46325804819088
('b', 'e', 'f', 'h')	52	4	124.7266866554745	124.7266866554745	106	0.0	54.608849836194196	0.0	0.0	6.893777149123535	34.091671342762154	0.0	29.13238832739461
('b', 'e', 'f', 'h')	52	4	124.87870905001428	124.87870905001428	159	0.0	54.66057928227453	0.0	0.0	6.853414893103145	34.28706129629959	0.0	29.077653578337003
('b', 'e', 'f', 'h')	52	4	124.78163404352804	124.78163404352804	211	0.0	54.546730429564626	0.0	0.0	6.870898042787815	34.1040119633269	0.0	29.259993607848717
('b', 'e', 'f', 'h')	52	4	124.882458722534	124.882458722534	264	0.0	55.05059233892975	0.0	0.0	6.85360068568238	33.94667175956261	0.0	29.03159393835925
('b', 'e', 'f', 'h')	52	4	124.54855024993617	124.54855024993617	316	0.0	54.62842086189822	0.0	0.0	6.85097679746665	33.97137179564636	0.0	29.097780794924937
('b', 'e', 'f', 'h')	52	4	124.84245437098593	124.84245437098593	369	0.0	55.020180663850034	0.0	0.0	6.877602934608388	33.935023347853445	0.0	29.00964742467405
('b', 'e', 'f', 'h')	52	4	124.96748299653257	124.96748299653257	422	0.0	54.78284522254358	0.0	0.0	6.919254056786681	34.25634806686813	0.0	29.00903565033419
('b', 'e', 'f', 'h')	52	4	124.90742733950921	124.90742733950921	474	0.0	54.6625985845318	0.0	0.0	7.029690632570734	34.223341660485474	0.0	28.991796461921208
('b', 'e', 'f', 'h')	52	4	125.55946589221149	125.55946589221149	527	0.0	54.784391170009805	0.0	0.0	6.838655982682971	34.270049373672634	0.0	29.666369365846084
('b', 'e', 'f', 'h')	52	4	124.51094083260334	124.51094083260334	579	0.0	54.505101109750974	0.0	0.0	6.894069751536621	34.05644185239798	0.0	29.05532811891776
('b', 'e', 'f', 'h')	52	4	125.16120601610264	125.16120601610264	632	0.0	55.08174843568014	0.0	0.0	6.83474801558389	34.16472822549342	0.0	29.0799813393452
('b', 'e', 'f', 'h')	52	4	125.22157289273488	125.22157289273488	685	0.0	54.54550007912504	0.0	0.0	6.857423982097959	34.26765474576521	0.0	29.55099408574667
('b', 'e', 'f', 'h')	52	4	125.76131934399454	125.76131934399454	737	0.0	55.62590356331501	0.0	0.0	6.899221330110011	34.13356192250201	0.0	29.102632528067502
('b', 'e', 'f', 'h')	52	4	124.82078634737508	124.82078634737508	790	0.0	54.682446471214874	0.0	0.0	6.845909848655144	34.041151954733216	0.0	29.251278072771832
('b', 'e', 'f', 'h')	52	4	124.87823233026212	124.87823233026212	842	0.0	54.65681900515243	0.0	0.0	6.83472775615239	33.99563351062633	0.0	29.391052058330974
('b', 'e', 'f', 'h')	52	4	124.5960524341457	124.5960524341457	895	0.0	54.52030082101717	0.0	0.0	6.8580338978571485	34.086347627668516	0.0	29.13137008760286
('b', 'e', 'f', 'h')	52	4	124.37505547185609	124.37505547185609	947	0.0	54.561805103800616	0.0	0.0	6.857706048061219	33.956698843724716	0.0	28.998845476269544
('b', 'e', 'f', 'h')	52	4	124.6549692631221	124.6549692631221	1000	0.0	54.553612333225644	0.0	0.0	6.870730325606102	33.9985286318051	0.0	29.232097972485246
('a', 'b', 'c', 'e')	53	4	66.74658285963194	66.74658285963194	1	21.958262825623073	28.579371168131516	9.342753646563137	0.0	6.86619521931422	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	86.576692121947	86.576692121947	54	28.63104034008658	44.75791101070089	0.8299440722301343	0.0	12.357796698929405	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	87.54433136564971	87.54433136564971	106	28.90035146698347	45.61178717841697	0.4017613346292875	0.0	12.630431385619984	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	86.79570887629347	86.79570887629347	159	29.076513014303927	45.03642352966192	0.25901471209540416	0.0	12.423757620232221	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	86.81203298124659	86.81203298124659	211	28.982367555667068	45.17201030858318	0.187395857076358	0.0	12.47025925991998	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	86.69240073998354	86.69240073998354	264	29.012181994932327	45.11313154943539	0.14065167005865242	0.0	12.426435525557167	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	87.78160737755877	87.78160737755877	316	29.11347583917728	45.901182894422504	0.11245872167997155	0.0	12.65448992227902	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	86.88361231703475	86.88361231703475	369	29.074204670948145	45.28481086898755	0.09260773824525448	0.0	12.431989038853795	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	87.7054526992996	87.7054526992996	422	29.441571680795057	45.672276634293695	0.07572883925643804	0.0	12.515875544954413	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	86.97297133108594	86.97297133108594	474	29.415671709692617	45.06270924272835	0.06514708534939433	0.0	12.429443293315593	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	86.78831311993275	86.78831311993275	527	29.069794825337762	45.21645960097471	0.05468726365340542	0.0	12.447371429966884	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	87.17322826384978	87.17322826384978	579	29.041268264840152	45.40975674026103	0.047454466861445874	0.0	12.674748791887136	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	87.04406603713241	87.04406603713241	632	29.335645566317222	45.14924846871653	0.04078122606588827	0.0	12.518390776032774	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	86.681060945833	86.681060945833	685	29.037278020005143	45.16701367816967	0.03615635496641469	0.0	12.440612892691775	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	86.86017828396318	86.86017828396318	737	29.220108833638125	45.08791368776849	0.03137056625989469	0.0	12.520785196296668	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	87.34561630107525	87.34561630107525	790	29.15597037950079	45.58792286800701	0.02784921576073131	0.0	12.57387383780673	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	88.28539902228744	88.28539902228744	842	29.45800969357312	46.1640760599833	0.024713695117134827	0.0	12.638599573613893	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	87.03906164438824	87.03906164438824	895	29.511074265054486	45.10045276377503	0.02176719517314667	0.0	12.405767420385581	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	87.0460102941107	87.0460102941107	947	29.128982607382273	45.3365607260549	0.019439434990916653	0.0	12.561027525682617	0.0	0.0	0.0
('a', 'b', 'c', 'e')	53	4	86.89049709077155	86.89049709077155	1000	29.267434781348843	45.182776033088146	0.01731223493957076	0.0	12.422974041394996	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	42.203995596055165	42.203995596055165	1	13.949938799995042	17.99735975523051	5.92348447776235	0.0	4.333212563067264	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	86.81150385116064	86.81150385116064	54	28.682333297641357	44.91264465876624	0.8571982903668173	0.0	12.359327604386213	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	86.62681889945372	86.62681889945372	106	28.928597623297097	44.91047822091826	0.40552566613527613	0.0	12.38221738910309	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	86.71622161641159	86.71622161641159	159	29.003030619035354	45.03722062158789	0.2578456237182316	0.0	12.418124752070117	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	87.60127468757457	87.60127468757457	211	29.873445549337294	45.114687957530435	0.18606755427961735	0.0	12.427073626427227	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	87.0436650055408	87.0436650055408	264	29.29281694559731	45.205318184826375	0.14122980156659934	0.0	12.404300073550514	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	86.80656171167735	86.80656171167735	316	29.11404612647314	45.12173774961239	0.11203536878027073	0.0	12.45874246681155	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	87.12229226907762	87.12229226907762	369	29.212461902101055	45.33702662436194	0.09140336297644128	0.0	12.481400379638183	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	87.96482240010418	87.96482240010418	422	29.57459681837785	45.73751568827335	0.07582105751414016	0.0	12.576888835938847	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	86.75323196038791	86.75323196038791	474	29.03173552650719	45.23243886085204	0.06411275187614424	0.0	12.424944821152536	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	86.78065702268044	86.78065702268044	527	29.070085920742155	45.19447291178024	0.055024405482724255	0.0	12.461073784675326	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	87.20391449552454	87.20391449552454	579	29.61535450241911	45.07349467244572	0.047430178943819096	0.0	12.4676351417159	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	87.20419033136265	87.20419033136265	632	29.190785168443323	45.483827754407386	0.04088733150588353	0.0	12.488690077006057	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	87.07090289554581	87.07090289554581	685	29.26452196378527	45.33615559086214	0.03572534704255226	0.0	12.434499993855852	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	86.808867067969	86.808867067969	737	29.08400809652744	45.20884479711513	0.031297329466626604	0.0	12.484716844859825	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	87.04838108253323	87.04838108253323	790	29.182435419154984	45.33792148003615	0.027649268330034487	0.0	12.500374915012047	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	88.08197452976357	88.08197452976357	842	30.076066505203336	45.51578768654349	0.024768001416910938	0.0	12.465352336599834	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	87.43942872939132	87.43942872939132	895	29.106593248965222	45.84251971411424	0.02180533669050243	0.0	12.468510429621363	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	87.67093018307096	87.67093018307096	947	29.858756998492243	45.1059081310736	0.019550539712580122	0.0	12.686714513792541	0.0	0.0	0.0
('a', 'b', 'c', 'e')	54	4	87.28339740968096	87.28339740968096	1000	29.101903123424012	45.550861323695024	0.017429868213685494	0.0	12.613203094348235	0.0	0.0	0.0
('d', 'e', 'g', 'h')	55	4	67.99407755268388	67.99407755268388	1	0.0	0.0	0.0	17.802914225036854	6.760045648250656	0.0	7.189742543937344	36.24137513545902
('d', 'e', 'g', 'h')	55	4	66.46178972303194	66.46178972303194	54	0.0	0.0	0.0	22.0098611331631	7.157108572311738	0.0	9.30490442978319	27.98991558777392
('d', 'e', 'g', 'h')	55	4	66.52666241343374	66.52666241343374	106	0.0	0.0	0.0	22.0804525532348	7.148635372045176	0.0	9.361599245399816	27.93597524275395
('d', 'e', 'g', 'h')	55	4	66.59201931505112	66.59201931505112	159	0.0	0.0	0.0	21.901242985328224	7.162667735241299	0.0	9.546228532400344	27.981880062081252
('d', 'e', 'g', 'h')	55	4	66.52653120119035	66.52653120119035	211	0.0	0.0	0.0	21.90154142274702	7.204658007779134	0.0	9.365739753626434	28.05459201703776
('d', 'e', 'g', 'h')	55	4	66.73260420719056	66.73260420719056	264	0.0	0.0	0.0	22.145632983528913	7.180369032236993	0.0	9.306124854643773	28.100477336780887
('d', 'e', 'g', 'h')	55	4	66.64494812449726	66.64494812449726	316	0.0	0.0	0.0	22.152746816721262	7.181269105626869	0.0	9.397947073801436	27.912985128347703
('d', 'e', 'g', 'h')	55	4	66.65532879631917	66.65532879631917	369	0.0	0.0	0.0	21.82479136876462	7.215699473788431	0.0	9.320097299344326	28.294740654421794
('d', 'e', 'g', 'h')	55	4	67.63170888485419	67.63170888485419	422	0.0	0.0	0.0	22.89674431501182	7.168329115715702	0.0	9.380277387587181	28.18635806653948
('d', 'e', 'g', 'h')	55	4	66.37222498299226	66.37222498299226	474	0.0	0.0	0.0	21.8580646099838	7.1600127405048575	0.0	9.394738430443962	27.959409202059643
('d', 'e', 'g', 'h')	55	4	66.67821571038229	66.67821571038229	527	0.0	0.0	0.0	22.247758219080442	7.148229159404455	0.0	9.324522415908065	27.957705915989322
('d', 'e', 'g', 'h')	55	4	66.54029183127946	66.54029183127946	579	0.0	0.0	0.0	22.026026462405493	7.1998759519991316	0.0	9.354356959430769	27.96003245744407
('d', 'e', 'g', 'h')	55	4	66.40322711014359	66.40322711014359	632	0.0	0.0	0.0	21.88944115353707	7.194515215448008	0.0	9.30444345195541	28.014827289203108
('d', 'e', 'g', 'h')	55	4	66.61574751222368	66.61574751222368	685	0.0	0.0	0.0	21.947884104492008	7.223013652652701	0.0	9.39260546805072	28.05224428702825
('d', 'e', 'g', 'h')	55	4	66.49102038439139	66.49102038439139	737	0.0	0.0	0.0	22.09976051534987	7.181661141467987	0.0	9.29919546307571	27.91040326449783
('d', 'e', 'g', 'h')	55	4	66.84809652439907	66.84809652439907	790	0.0	0.0	0.0	21.910505873165327	7.166456669660199	0.0	9.555752744706671	28.215381236866875
('d', 'e', 'g', 'h')	55	4	66.97796449517737	66.97796449517737	842	0.0	0.0	0.0	22.408689181951303	7.22369088364896	0.0	9.304391886777996	28.041192542799113
('d', 'e', 'g', 'h')	55	4	66.53230583782062	66.53230583782062	895	0.0	0.0	0.0	21.862710160832332	7.157449964078869	0.0	9.425680684641677	28.086465028267735
('d', 'e', 'g', 'h')	55	4	66.40866004850966	66.40866004850966	947	0.0	0.0	0.0	21.952862469405844	7.22851873218287	0.0	9.308309952677225	27.918968894243726
('d', 'e', 'g', 'h')	55	4	66.9495176604542	66.9495176604542	1000	0.0	0.0	0.0	21.952887933889333	7.38720177871817	0.0	9.46150933992258	28.14791860792412
('d', 'e', 'g', 'h')	56	4	56.17000329171674	56.17000329171674	1	0.0	0.0	0.0	14.476150743093186	5.527879581414142	0.0	5.900413441471218	30.265559525738198
('d', 'e', 'g', 'h')	56	4	66.58681321425479	66.58681321425479	54	0.0	0.0	0.0	22.0400747739297	7.195196166668451	0.0	9.346826526299807	28.004715747356833
('d', 'e', 'g', 'h')	56	4	67.07186356162296	67.07186356162296	106	0.0	0.0	0.0	21.86491002883581	7.2747135410003825	0.0	9.310637447359879	28.621602544426892
('d', 'e', 'g', 'h')	56	4	66.37424727563	66.37424727563	159	0.0	0.0	0.0	21.814870293378448	7.158108377050251	0.0	9.318993539657589	28.08227506554371
('d', 'e', 'g', 'h')	56	4	66.5691844727569	66.5691844727569	211	0.0	0.0	0.0	21.979810450733126	7.168361135451647	0.0	9.516067252566492	27.904945634005635
('d', 'e', 'g', 'h')	56	4	66.94294267632509	66.94294267632509	264	0.0	0.0	0.0	22.078343531192054	7.1773641320994725	0.0	9.335639571476092	28.35159544155748
('d', 'e', 'g', 'h')	56	4	66.45890010793934	66.45890010793934	316	0.0	0.0	0.0	22.020088711282728	7.165292462821739	0.0	9.349162675140013	27.924356258694857
('d', 'e', 'g', 'h')	56	4	67.08655544646717	67.08655544646717	369	0.0	0.0	0.0	22.351564629361636	7.194887781521401	0.0	9.293875633476077	28.246227402108065
('d', 'e', 'g', 'h')	56	4	67.36801904221291	67.36801904221291	422	0.0	0.0	0.0	22.011708505022927	7.1610278531570195	0.0	9.435234242711768	28.760048441321185
('d', 'e', 'g', 'h')	56	4	66.95521871823193	66.95521871823193	474	0.0	0.0	0.0	21.96037029522464	7.236126832484597	0.0	9.388528782243293	28.370192808279402
('d', 'e', 'g', 'h')	56	4	66.97979163699466	66.97979163699466	527	0.0	0.0	0.0	22.282837394891512	7.191674116549482	0.0	9.441919893393553	28.063360232160115
('d', 'e', 'g', 'h')	56	4	66.55998805980097	66.55998805980097	579	0.0	0.0	0.0	22.105072154593042	7.189277151830668	0.0	9.301761904334166	27.963876849043093
('d', 'e', 'g', 'h')	56	4	66.33599047941297	66.33599047941297	632	0.0	0.0	0.0	21.8792937892564	7.235755906681021	0.0	9.29537271450162	27.925568068973934
('d', 'e', 'g', 'h')	56	4	66.71110424866727	66.71110424866727	685	0.0	0.0	0.0	22.216770884424438	7.1498918498953	0.0	9.322562753698897	28.021878760648633
('d', 'e', 'g', 'h')	56	4	66.84596612600845	66.84596612600845	737	0.0	0.0	0.0	21.816651436596203	7.171967933108281	0.0	9.330094837924696	28.527251918379267
('d', 'e', 'g', 'h')	56	4	66.61055905236901	66.61055905236901	790	0.0	0.0	0.0	22.02527043096835	7.165396637172647	0.0	9.38998189402192	28.029910090206094
('d', 'e', 'g', 'h')	56	4	66.66893228743645	66.66893228743645	842	0.0	0.0	0.0	22.2174706400299	7.186726413603899	0.0	9.296133631095847	27.968601602706794
('d', 'e', 'g', 'h')	56	4	66.96608863617982	66.96608863617982	895	0.0	0.0	0.0	22.051731311879482	7.213179219419342	0.0	9.428079741851478	28.273098363029515
('d', 'e', 'g', 'h')	56	4	66.61332316917398	66.61332316917398	947	0.0	0.0	0.0	21.895984623705075	7.181778899763761	0.0	9.320438291767863	28.215121353937292
('d', 'e', 'g', 'h')	56	4	67.30245155815005	67.30245155815005	1000	0.0	0.0	0.0	22.051924268745093	7.1579123339905895	0.0	9.33047709228079	28.76213786313358
('a', 'b', 'c', 'd', 'e', 'f', 'g', 'h')	57	8	58.916536785391976	58.916536785391976	1	8.539286757121854	11.134861217220859	3.6448533277835784	7.073452345899701	2.6980243272875923	8.647678716737143	2.87804797720657	14.30033211613468
('a', 'b', 'c', 'd', 'e', 'f', 'g', 'h')	57	8	120.22638683666281	120.22638683666281	54	11.33797045278468	38.7213233474385	0.0003642623703853061	20.42559301021917	6.304540462654211	16.30659930466718	3.923345302354097	23.206650694174602
